ano,geocod,regiao,nivel,quartil,preco_m2
2022,1D11104,Cadaval,Concelho,3.º quartil,1180.0
2022,1D11108,Lourinhã,Concelho,3.º quartil,1674.0
2022,1D11112,Sobral de Monte Agraço,Concelho,3.º quartil,1583.0
2022,1D11113,Torres Vedras,Concelho,3.º quartil,1905.0
2022,1D2,Médio Tejo,NUTS III,3.º quartil,1036.0
2022,1D21401,Abrantes,Concelho,3.º quartil,777.0
2022,1D21402,Alcanena,Concelho,3.º quartil,686.0
2022,1D21408,Constância,Concelho,3.º quartil,898.0
2022,1D21410,Entroncamento,Concelho,3.º quartil,1045.0
2022,1D21411,Ferreira do Zêzere,Concelho,3.º quartil,1131.0
2022,1D21413,Mação,Concelho,3.º quartil,583.0
2022,1D21417,Sardoal,Concelho,3.º quartil,659.0
2022,1D21418,Tomar,Concelho,3.º quartil,1199.0
2022,1D21419,Torres Novas,Concelho,3.º quartil,991.0
2022,1D21420,Vila Nova da Barquinha,Concelho,3.º quartil,1089.0
2022,1D21421,Ourém,Concelho,3.º quartil,1311.0
2022,1D31103,Azambuja,Concelho,3.º quartil,1419.0
2022,1D31403,Almeirim,Concelho,3.º quartil,1118.0
2022,1D31404,Alpiarça,Concelho,3.º quartil,887.0
2022,1D31405,Benavente,Concelho,3.º quartil,1398.0
2022,1D31406,Cartaxo,Concelho,3.º quartil,1156.0
2022,1D31407,Chamusca,Concelho,3.º quartil,777.0
2022,1D31409,Coruche,Concelho,3.º quartil,1226.0
2022,1D31412,Golegã,Concelho,3.º quartil,1022.0
2022,1D31416,Santarém,Concelho,3.º quartil,1185.0
2022,1D31414,Rio Maior,Concelho,3.º quartil,1136.0
2022,1D3,Lezíria do Tejo,NUTS III,3.º quartil,1248.0
2022,1D31415,Salvaterra de Magos,Concelho,3.º quartil,1449.0
2022,2,Região Autónoma dos Açores,NUTS I,3.º quartil,1477.0
2022,20,Região Autónoma dos Açores,NUTS II,3.º quartil,1477.0
2022,200,Região Autónoma dos Açores,NUTS III,3.º quartil,1477.0
2022,2004101,Vila do Porto,Concelho,3.º quartil,1349.0
2022,2004201,Lagoa (R.A.A.),Concelho,3.º quartil,1550.0
2022,2004202,Nordeste,Concelho,3.º quartil,922.0
2022,2004203,Ponta Delgada,Concelho,3.º quartil,1777.0
2022,2004204,Povoação,Concelho,3.º quartil,1206.0
2022,1111607,Ponte de Lima,Concelho,3.º quartil,1511.0
2022,11D1815,São João da Pesqueira,Concelho,3.º quartil,667.0
2022,1111608,Valença,Concelho,3.º quartil,1182.0
2022,1111609,Viana do Castelo,Concelho,3.º quartil,1646.0
2022,1190308,Guimarães,Concelho,3.º quartil,1381.0
2022,11D1818,Sernancelhe,Concelho,3.º quartil,475.0
2022,11D1819,Tabuaço,Concelho,3.º quartil,675.0
2022,11D1820,Tarouca,Concelho,3.º quartil,783.0
2022,11E,Terras de Trás-os-Montes,NUTS III,3.º quartil,972.0
2022,11E0401,Alfândega da Fé,Concelho,3.º quartil,620.0
2022,11E0402,Bragança,Concelho,3.º quartil,1031.0
2022,11E0405,Macedo de Cavaleiros,Concelho,3.º quartil,793.0
2022,11E0406,Miranda do Douro,Concelho,3.º quartil,641.0
2022,11E0407,Mirandela,Concelho,3.º quartil,1033.0
2022,11E0408,Mogadouro,Concelho,3.º quartil,729.0
2022,11E0410,Vila Flor,Concelho,3.º quartil,497.0
2022,11E0411,Vimioso,Concelho,3.º quartil,
2022,11E0412,Vinhais,Concelho,3.º quartil,684.0
2022,15,Algarve,NUTS II,3.º quartil,3042.0
2022,150,Algarve,NUTS III,3.º quartil,3042.0
2022,1500801,Albufeira,Concelho,3.º quartil,3156.0
2022,1500802,Alcoutim,Concelho,3.º quartil,875.0
2022,1500803,Aljezur,Concelho,3.º quartil,3295.0
2022,1500804,Castro Marim,Concelho,3.º quartil,2649.0
2022,1500805,Faro,Concelho,3.º quartil,2803.0
2022,1500806,Lagoa,Concelho,3.º quartil,3087.0
2022,1500807,Lagos,Concelho,3.º quartil,3343.0
2022,1500808,Loulé,Concelho,3.º quartil,3886.0
2022,1500809,Monchique,Concelho,3.º quartil,1724.0
2022,1500810,Olhão,Concelho,3.º quartil,2524.0
2022,1500811,Portimão,Concelho,3.º quartil,2821.0
2022,1500812,São Brás de Alportel,Concelho,3.º quartil,2346.0
2022,1500813,Silves,Concelho,3.º quartil,2532.0
2022,1500814,Tavira,Concelho,3.º quartil,2882.0
2022,1500815,Vila do Bispo,Concelho,3.º quartil,3409.0
2022,1500816,Vila Real de Santo António,Concelho,3.º quartil,2693.0
2022,19,Centro,NUTS II,3.º quartil,1358.0
2022,1910103,Anadia,Concelho,3.º quartil,1045.0
2022,191,Região de Aveiro,NUTS III,3.º quartil,1606.0
2022,2004205,Ribeira Grande,Concelho,3.º quartil,1302.0
2022,2004206,Vila Franca do Campo,Concelho,3.º quartil,1375.0
2022,2004301,Angra do Heroísmo,Concelho,3.º quartil,1250.0
2022,2004302,Vila da Praia da Vitória,Concelho,3.º quartil,1282.0
2022,2004401,Santa Cruz da Graciosa,Concelho,3.º quartil,508.0
2022,2004501,Calheta (R.A.A.),Concelho,3.º quartil,
2022,2004502,Velas,Concelho,3.º quartil,1063.0
2022,2004601,Lajes do Pico,Concelho,3.º quartil,1103.0
2022,2004602,Madalena,Concelho,3.º quartil,1297.0
2022,2004603,São Roque do Pico,Concelho,3.º quartil,1982.0
2022,11D0914,Vila Nova de Foz Côa,Concelho,3.º quartil,502.0
2022,11D1704,Mesão Frio,Concelho,3.º quartil,947.0
2022,11D1707,Murça,Concelho,3.º quartil,636.0
2022,11D1701,Alijó,Concelho,3.º quartil,853.0
2022,11D1708,Peso da Régua,Concelho,3.º quartil,1071.0
2022,11D1710,Sabrosa,Concelho,3.º quartil,764.0
2022,11B1706,Montalegre,Concelho,3.º quartil,859.0
2022,11B1709,Ribeira de Pena,Concelho,3.º quartil,798.0
2022,11B1712,Valpaços,Concelho,3.º quartil,764.0
2022,11B1713,Vila Pouca de Aguiar,Concelho,3.º quartil,890.0
2022,11C,Tâmega e Sousa,NUTS III,3.º quartil,1138.0
2022,11C0106,Castelo de Paiva,Concelho,3.º quartil,1090.0
2022,11C0305,Celorico de Basto,Concelho,3.º quartil,878.0
2022,11A0104,Arouca,Concelho,3.º quartil,1223.0
2022,11A0113,Oliveira de Azeméis,Concelho,3.º quartil,1131.0
2022,11A0116,São João da Madeira,Concelho,3.º quartil,1353.0
2022,11A0119,Vale de Cambra,Concelho,3.º quartil,1268.0
2022,11A1304,Gondomar,Concelho,3.º quartil,1749.0
2022,11A1306,Maia,Concelho,3.º quartil,1891.0
2022,11A1308,Matosinhos,Concelho,3.º quartil,2640.0
2022,11A1310,Paredes,Concelho,3.º quartil,1219.0
2022,11A1312,Porto,Concelho,3.º quartil,3312.0
2022,11A1313,Póvoa de Varzim,Concelho,3.º quartil,2013.0
2022,11A1314,Santo Tirso,Concelho,3.º quartil,1332.0
2022,11A1315,Valongo,Concelho,3.º quartil,1600.0
2022,11A1316,Vila do Conde,Concelho,3.º quartil,1981.0
2022,11A1317,Vila Nova de Gaia,Concelho,3.º quartil,2062.0
2022,11A1318,Trofa,Concelho,3.º quartil,1578.0
2022,11B,Alto Tâmega e Barroso,NUTS III,3.º quartil,1053.0
2022,11B1702,Boticas,Concelho,3.º quartil,770.0
2022,11B1703,Chaves,Concelho,3.º quartil,1183.0
2023,1950502,Castelo Branco,Concelho,1.º quartil,367.0
2023,1950505,Idanha-a-Nova,Concelho,1.º quartil,143.0
2023,1950506,Oleiros,Concelho,1.º quartil,
2023,1950507,Penamacor,Concelho,1.º quartil,168.0
2023,1950508,Proença-a-Nova,Concelho,1.º quartil,211.0
2023,1950509,Sertã,Concelho,1.º quartil,390.0
2023,1950510,Vila de Rei,Concelho,1.º quartil,170.0
2023,1950511,Vila Velha de Ródão,Concelho,1.º quartil,157.0
2023,196,Beiras e Serra da Estrela,NUTS III,1.º quartil,260.0
2023,1960501,Belmonte,Concelho,1.º quartil,337.0
2023,1960503,Covilhã,Concelho,1.º quartil,435.0
2023,1960504,Fundão,Concelho,1.º quartil,289.0
2023,1190311,Vieira do Minho,Concelho,1.º quartil,247.0
2023,1960902,Almeida,Concelho,1.º quartil,181.0
2023,1960903,Celorico da Beira,Concelho,1.º quartil,142.0
2023,1190309,Póvoa de Lanhoso,Concelho,1.º quartil,528.0
2023,1190312,Vila Nova de Famalicão,Concelho,1.º quartil,980.0
2023,1190314,Vizela,Concelho,1.º quartil,793.0
2023,1191705,Mondim de Basto,Concelho,1.º quartil,231.0
2023,11A,Área Metropolitana do Porto,NUTS III,1.º quartil,1273.0
2023,11A0107,Espinho,Concelho,1.º quartil,1257.0
2023,11A0109,Santa Maria da Feira,Concelho,1.º quartil,863.0
2023,11D0403,Carrazeda de Ansiães,Concelho,1.º quartil,102.0
2023,11D0404,Freixo de Espada à Cinta,Concelho,1.º quartil,
2023,11D0409,Torre de Moncorvo,Concelho,1.º quartil,145.0
2023,11D1711,Santa Marta de Penaguião,Concelho,1.º quartil,
2023,11D1714,Vila Real,Concelho,1.º quartil,810.0
2023,11D1801,Armamar,Concelho,1.º quartil,165.0
2023,11D1805,Lamego,Concelho,1.º quartil,337.0
2023,11D1807,Moimenta da Beira,Concelho,1.º quartil,179.0
2023,11D1812,Penedono,Concelho,1.º quartil,
2023,1960904,Figueira de Castelo Rodrigo,Concelho,1.º quartil,70.0
2023,1960905,Fornos de Algodres,Concelho,1.º quartil,201.0
2023,1960906,Gouveia,Concelho,1.º quartil,210.0
2023,1960907,Guarda,Concelho,1.º quartil,350.0
2023,1960908,Manteigas,Concelho,1.º quartil,226.0
2023,1960909,Mêda,Concelho,1.º quartil,53.0
2023,1960910,Pinhel,Concelho,1.º quartil,114.0
2023,1960911,Sabugal,Concelho,1.º quartil,213.0
2023,1960912,Seia,Concelho,1.º quartil,286.0
2023,1960913,Trancoso,Concelho,1.º quartil,181.0
2023,1A01106,Lisboa,Concelho,1.º quartil,3308.0
2023,1A,Grande Lisboa,NUTS II,1.º quartil,2016.0
2023,1A0,Grande Lisboa,NUTS III,1.º quartil,2016.0
2023,11C1305,Lousada,Concelho,1.º quartil,672.0
2023,11C1301,Amarante,Concelho,1.º quartil,488.0
2023,11C1302,Baião,Concelho,1.º quartil,291.0
2023,11C1303,Felgueiras,Concelho,1.º quartil,625.0
2023,11C1307,Marco de Canaveses,Concelho,1.º quartil,527.0
2023,11C1309,Paços de Ferreira,Concelho,1.º quartil,717.0
2023,11C1311,Penafiel,Concelho,1.º quartil,694.0
2023,11C1804,Cinfães,Concelho,1.º quartil,199.0
2023,11C1813,Resende,Concelho,1.º quartil,216.0
2023,11D,Douro,NUTS III,1.º quartil,267.0
2023,1A01105,Cascais,Concelho,1.º quartil,3057.0
2023,1A01107,Loures,Concelho,1.º quartil,1910.0
2023,1A01109,Mafra,Concelho,1.º quartil,1743.0
2023,1A01110,Oeiras,Concelho,1.º quartil,2551.0
2023,1A01111,Sintra,Concelho,1.º quartil,1700.0
2023,1A01114,Vila Franca de Xira,Concelho,1.º quartil,1545.0
2023,1C,Alentejo,NUTS II,1.º quartil,409.0
2023,1C1,Alentejo Litoral,NUTS III,1.º quartil,992.0
2023,1C10211,Odemira,Concelho,1.º quartil,789.0
2023,1C11501,Alcácer do Sal,Concelho,1.º quartil,687.0
2023,1C11505,Grândola,Concelho,1.º quartil,1166.0
2023,1941816,São Pedro do Sul,Concelho,1.º quartil,371.0
2023,1941817,Sátão,Concelho,1.º quartil,262.0
2023,1941821,Tondela,Concelho,1.º quartil,306.0
2023,1941822,Vila Nova de Paiva,Concelho,1.º quartil,327.0
2023,1941823,Viseu,Concelho,1.º quartil,704.0
2023,1941824,Vouzela,Concelho,1.º quartil,284.0
2023,195,Beira Baixa,NUTS III,1.º quartil,263.0
2023,1910101,Águeda,Concelho,1.º quartil,590.0
2023,1910102,Albergaria-a-Velha,Concelho,1.º quartil,616.0
2023,1910105,Aveiro,Concelho,1.º quartil,1377.0
2023,1910108,Estarreja,Concelho,1.º quartil,495.0
2023,1910110,Ílhavo,Concelho,1.º quartil,1210.0
2023,1910112,Murtosa,Concelho,1.º quartil,596.0
2023,1910114,Oliveira do Bairro,Concelho,1.º quartil,797.0
2023,1910115,Ovar,Concelho,1.º quartil,914.0
2023,1910117,Sever do Vouga,Concelho,1.º quartil,349.0
2023,1910118,Vagos,Concelho,1.º quartil,888.0
2023,192,Região de Coimbra,NUTS III,1.º quartil,583.0
2023,1920111,Mealhada,Concelho,1.º quartil,425.0
2023,1920601,Arganil,Concelho,1.º quartil,293.0
2023,1920602,Cantanhede,Concelho,1.º quartil,498.0
2023,1920603,Coimbra,Concelho,1.º quartil,1150.0
2023,1920604,Condeixa-a-Nova,Concelho,1.º quartil,765.0
2023,1920605,Figueira da Foz,Concelho,1.º quartil,968.0
2023,1920606,Góis,Concelho,1.º quartil,204.0
2023,1920607,Lousã,Concelho,1.º quartil,426.0
2023,1920608,Mira,Concelho,1.º quartil,872.0
2023,1920609,Miranda do Corvo,Concelho,1.º quartil,303.0
2023,1920610,Montemor-o-Velho,Concelho,1.º quartil,494.0
2023,2004701,Horta,Concelho,1.º quartil,764.0
2023,2004801,Lajes das Flores,Concelho,1.º quartil,285.0
2023,2004802,Santa Cruz das Flores,Concelho,1.º quartil,
2023,2004901,Corvo,Concelho,1.º quartil,
2023,3,Região Autónoma da Madeira,NUTS I,1.º quartil,1122.0
2023,30,Região Autónoma da Madeira,NUTS II,1.º quartil,1122.0
2023,300,Região Autónoma da Madeira,NUTS III,1.º quartil,1122.0
2023,3003101,Calheta (R.A.M.),Concelho,1.º quartil,800.0
2023,3003102,Câmara de Lobos,Concelho,1.º quartil,954.0
2023,3003103,Funchal,Concelho,1.º quartil,1656.0
2023,3003104,Machico,Concelho,1.º quartil,865.0
2023,3003105,Ponta do Sol,Concelho,1.º quartil,654.0
2023,3003106,Porto Moniz,Concelho,1.º quartil,404.0
2023,3003107,Ribeira Brava,Concelho,1.º quartil,489.0
2023,3003108,Santa Cruz,Concelho,1.º quartil,1292.0
2023,3003109,Santana,Concelho,1.º quartil,461.0
2023,3003110,São Vicente,Concelho,1.º quartil,479.0
2023,3003201,Porto Santo,Concelho,1.º quartil,1255.0
2023,PT,Portugal,Nacional,1.º quartil,938.0
2023,1111601,Arcos de Valdevez,Concelho,1.º quartil,408.0
2023,1,Continente,NUTS I,1.º quartil,941.0
2023,11,Norte,NUTS II,1.º quartil,889.0
2023,111,Alto Minho,NUTS III,1.º quartil,654.0
2023,1111602,Caminha,Concelho,1.º quartil,892.0
2023,1111603,Melgaço,Concelho,1.º quartil,200.0
2023,1111604,Monção,Concelho,1.º quartil,469.0
2023,1111605,Paredes de Coura,Concelho,1.º quartil,400.0
2023,1111610,Vila Nova de Cerveira,Concelho,1.º quartil,617.0
2023,112,Cávado,NUTS III,1.º quartil,1004.0
2023,1120301,Amares,Concelho,1.º quartil,754.0
2023,1120302,Barcelos,Concelho,1.º quartil,860.0
2023,1120303,Braga,Concelho,1.º quartil,1176.0
2023,1120306,Esposende,Concelho,1.º quartil,1133.0
2023,1120310,Terras de Bouro,Concelho,1.º quartil,375.0
2023,1120313,Vila Verde,Concelho,1.º quartil,756.0
2023,119,Ave,NUTS III,1.º quartil,767.0
2023,1190304,Cabeceiras de Basto,Concelho,1.º quartil,326.0
2023,1190307,Fafe,Concelho,1.º quartil,600.0
2023,1111606,Ponte da Barca,Concelho,1.º quartil,325.0
2023,1920611,Oliveira do Hospital,Concelho,1.º quartil,324.0
2023,1920612,Pampilhosa da Serra,Concelho,1.º quartil,124.0
2023,1920613,Penacova,Concelho,1.º quartil,250.0
2023,1920614,Penela,Concelho,1.º quartil,260.0
2023,1920615,Soure,Concelho,1.º quartil,326.0
2023,1920616,Tábua,Concelho,1.º quartil,271.0
2023,1920617,Vila Nova de Poiares,Concelho,1.º quartil,471.0
2023,1921808,Mortágua,Concelho,1.º quartil,274.0
2023,193,Região de Leiria,NUTS III,1.º quartil,664.0
2023,1931002,Alvaiázere,Concelho,1.º quartil,293.0
2023,1931003,Ansião,Concelho,1.º quartil,282.0
2023,1931004,Batalha,Concelho,1.º quartil,500.0
2023,1931010,Marinha Grande,Concelho,1.º quartil,897.0
2023,1931007,Castanheira de Pêra,Concelho,1.º quartil,231.0
2023,1931008,Figueiró dos Vinhos,Concelho,1.º quartil,367.0
2023,1931009,Leiria,Concelho,1.º quartil,1005.0
2023,1931013,Pedrógão Grande,Concelho,1.º quartil,292.0
2023,1931015,Pombal,Concelho,1.º quartil,501.0
2023,1931016,Porto de Mós,Concelho,1.º quartil,384.0
2023,194,Viseu Dão Lafões,NUTS III,1.º quartil,362.0
2023,1940901,Aguiar da Beira,Concelho,1.º quartil,133.0
2023,1941802,Carregal do Sal,Concelho,1.º quartil,283.0
2023,1941803,Castro Daire,Concelho,1.º quartil,213.0
2023,1941806,Mangualde,Concelho,1.º quartil,208.0
2023,1941809,Nelas,Concelho,1.º quartil,324.0
2023,1941810,Oliveira de Frades,Concelho,1.º quartil,316.0
2023,1941811,Penalva do Castelo,Concelho,1.º quartil,143.0
2023,1941814,Santa Comba Dão,Concelho,1.º quartil,249.0
2023,1A01115,Amadora,Concelho,1.º quartil,1881.0
2023,1A01116,Odivelas,Concelho,1.º quartil,2109.0
2023,1B,Península de Setúbal,NUTS II,1.º quartil,1523.0
2023,1B0,Península de Setúbal,NUTS III,1.º quartil,1523.0
2023,1B01502,Alcochete,Concelho,1.º quartil,1636.0
2023,1B01503,Almada,Concelho,1.º quartil,1892.0
2023,1B01504,Barreiro,Concelho,1.º quartil,1380.0
2023,1B01506,Moita,Concelho,1.º quartil,1202.0
2023,1B01507,Montijo,Concelho,1.º quartil,1413.0
2023,1B01508,Palmela,Concelho,1.º quartil,1462.0
2023,1B01510,Seixal,Concelho,1.º quartil,1687.0
2023,1B01511,Sesimbra,Concelho,1.º quartil,1740.0
2023,1B01512,Setúbal,Concelho,1.º quartil,1466.0
2023,1C40710,Redondo,Concelho,1.º quartil,399.0
2023,1C40711,Reguengos de Monsaraz,Concelho,1.º quartil,479.0
2023,1C40712,Vendas Novas,Concelho,1.º quartil,721.0
2023,1C40713,Viana do Alentejo,Concelho,1.º quartil,388.0
2023,1C40714,Vila Viçosa,Concelho,1.º quartil,346.0
2023,1D,Oeste e Vale do Tejo,NUTS II,1.º quartil,685.0
2023,1D1,Oeste,NUTS III,1.º quartil,939.0
2023,1D11001,Alcobaça,Concelho,1.º quartil,781.0
2023,1D11005,Bombarral,Concelho,1.º quartil,739.0
2023,1D11006,Caldas da Rainha,Concelho,1.º quartil,1104.0
2023,1D11011,Nazaré,Concelho,1.º quartil,1509.0
2023,1D11012,Óbidos,Concelho,1.º quartil,1063.0
2023,1D11014,Peniche,Concelho,1.º quartil,1342.0
2023,1D11101,Alenquer,Concelho,1.º quartil,847.0
2023,1C31212,Nisa,Concelho,1.º quartil,215.0
2023,1C31213,Ponte de Sor,Concelho,1.º quartil,369.0
2023,1C31214,Portalegre,Concelho,1.º quartil,352.0
2023,1C40702,Arraiolos,Concelho,1.º quartil,500.0
2023,1C31215,Sousel,Concelho,1.º quartil,244.0
2023,1C4,Alentejo Central,NUTS III,1.º quartil,534.0
2023,1C40701,Alandroal,Concelho,1.º quartil,256.0
2023,1C40703,Borba,Concelho,1.º quartil,389.0
2023,1C40704,Estremoz,Concelho,1.º quartil,385.0
2023,1C40705,Évora,Concelho,1.º quartil,1338.0
2023,1C40706,Montemor-o-Novo,Concelho,1.º quartil,727.0
2023,1C40707,Mora,Concelho,1.º quartil,422.0
2023,1C11509,Santiago do Cacém,Concelho,1.º quartil,1033.0
2023,1C11513,Sines,Concelho,1.º quartil,1492.0
2023,1C2,Baixo Alentejo,NUTS III,1.º quartil,340.0
2023,1C20201,Aljustrel,Concelho,1.º quartil,290.0
2023,1C20202,Almodôvar,Concelho,1.º quartil,342.0
2023,1C20203,Alvito,Concelho,1.º quartil,354.0
2023,1C20204,Barrancos,Concelho,1.º quartil,
2023,1C20205,Beja,Concelho,1.º quartil,523.0
2023,1C20206,Castro Verde,Concelho,1.º quartil,265.0
2023,1C20207,Cuba,Concelho,1.º quartil,367.0
2023,1C20208,Ferreira do Alentejo,Concelho,1.º quartil,296.0
2023,1C20209,Mértola,Concelho,1.º quartil,144.0
2023,1C20210,Moura,Concelho,1.º quartil,302.0
2023,1C20212,Ourique,Concelho,1.º quartil,368.0
2023,1C20213,Serpa,Concelho,1.º quartil,326.0
2023,1C20214,Vidigueira,Concelho,1.º quartil,318.0
2023,1C3,Alto Alentejo,NUTS III,1.º quartil,267.0
2023,1C31201,Alter do Chão,Concelho,1.º quartil,313.0
2023,1C31202,Arronches,Concelho,1.º quartil,279.0
2023,1C31203,Avis,Concelho,1.º quartil,324.0
2023,1C31204,Campo Maior,Concelho,1.º quartil,243.0
2023,1C31205,Castelo de Vide,Concelho,1.º quartil,319.0
2023,1C31209,Gavião,Concelho,1.º quartil,171.0
2023,1C31206,Crato,Concelho,1.º quartil,172.0
2023,1C31207,Elvas,Concelho,1.º quartil,284.0
2023,1C31208,Fronteira,Concelho,1.º quartil,330.0
2023,1C31210,Marvão,Concelho,1.º quartil,256.0
2023,1C31211,Monforte,Concelho,1.º quartil,194.0
2023,1C40708,Mourão,Concelho,1.º quartil,333.0
2023,1C40709,Portel,Concelho,1.º quartil,176.0
2023,1D11102,Arruda dos Vinhos,Concelho,1.º quartil,891.0
2023,1D11104,Cadaval,Concelho,1.º quartil,461.0
2023,1D11108,Lourinhã,Concelho,1.º quartil,928.0
2023,1D11112,Sobral de Monte Agraço,Concelho,1.º quartil,671.0
2023,1D11113,Torres Vedras,Concelho,1.º quartil,946.0
2023,1D2,Médio Tejo,NUTS III,1.º quartil,475.0
2023,1D21401,Abrantes,Concelho,1.º quartil,338.0
2023,1D21402,Alcanena,Concelho,1.º quartil,274.0
2023,1D21408,Constância,Concelho,1.º quartil,337.0
2023,1D21410,Entroncamento,Concelho,1.º quartil,847.0
2023,1D21411,Ferreira do Zêzere,Concelho,1.º quartil,391.0
2023,1D21413,Mação,Concelho,1.º quartil,118.0
2023,1D21417,Sardoal,Concelho,1.º quartil,215.0
2023,1D21418,Tomar,Concelho,1.º quartil,510.0
2023,1D21419,Torres Novas,Concelho,1.º quartil,474.0
2023,1D21420,Vila Nova da Barquinha,Concelho,1.º quartil,535.0
2023,1D21421,Ourém,Concelho,1.º quartil,617.0
2023,1D31103,Azambuja,Concelho,1.º quartil,712.0
2023,1D31403,Almeirim,Concelho,1.º quartil,650.0
2023,1D31404,Alpiarça,Concelho,1.º quartil,638.0
2023,1D31405,Benavente,Concelho,1.º quartil,1095.0
2023,1D31406,Cartaxo,Concelho,1.º quartil,780.0
2023,1D31407,Chamusca,Concelho,1.º quartil,351.0
2023,1D31409,Coruche,Concelho,1.º quartil,498.0
2023,1D31412,Golegã,Concelho,1.º quartil,424.0
2023,1D31416,Santarém,Concelho,1.º quartil,536.0
2023,1D31414,Rio Maior,Concelho,1.º quartil,525.0
2023,1D3,Lezíria do Tejo,NUTS III,1.º quartil,661.0
2023,1D31415,Salvaterra de Magos,Concelho,1.º quartil,879.0
2023,2,Região Autónoma dos Açores,NUTS I,1.º quartil,661.0
2023,20,Região Autónoma dos Açores,NUTS II,1.º quartil,661.0
2023,200,Região Autónoma dos Açores,NUTS III,1.º quartil,661.0
2023,2004101,Vila do Porto,Concelho,1.º quartil,715.0
2023,2004201,Lagoa (R.A.A.),Concelho,1.º quartil,964.0
2023,2004202,Nordeste,Concelho,1.º quartil,533.0
2023,2004203,Ponta Delgada,Concelho,1.º quartil,1053.0
2023,2004204,Povoação,Concelho,1.º quartil,498.0
2023,1111607,Ponte de Lima,Concelho,1.º quartil,662.0
2023,11D1815,São João da Pesqueira,Concelho,1.º quartil,102.0
2023,1111608,Valença,Concelho,1.º quartil,586.0
2023,1111609,Viana do Castelo,Concelho,1.º quartil,980.0
2023,1190308,Guimarães,Concelho,1.º quartil,863.0
2023,11D1818,Sernancelhe,Concelho,1.º quartil,96.0
2023,11D1819,Tabuaço,Concelho,1.º quartil,90.0
2023,11D1820,Tarouca,Concelho,1.º quartil,355.0
2023,11E,Terras de Trás-os-Montes,NUTS III,1.º quartil,335.0
2023,11E0401,Alfândega da Fé,Concelho,1.º quartil,208.0
2023,11E0402,Bragança,Concelho,1.º quartil,651.0
2023,11E0405,Macedo de Cavaleiros,Concelho,1.º quartil,227.0
2023,11E0406,Miranda do Douro,Concelho,1.º quartil,159.0
2023,11E0407,Mirandela,Concelho,1.º quartil,417.0
2023,11E0408,Mogadouro,Concelho,1.º quartil,175.0
2023,11E0410,Vila Flor,Concelho,1.º quartil,123.0
2023,11E0411,Vimioso,Concelho,1.º quartil,145.0
2023,11E0412,Vinhais,Concelho,1.º quartil,250.0
2023,15,Algarve,NUTS II,1.º quartil,1904.0
2023,150,Algarve,NUTS III,1.º quartil,1904.0
2023,1500801,Albufeira,Concelho,1.º quartil,2166.0
2023,1500802,Alcoutim,Concelho,1.º quartil,432.0
2023,1500803,Aljezur,Concelho,1.º quartil,2442.0
2023,1500804,Castro Marim,Concelho,1.º quartil,1381.0
2023,1500805,Faro,Concelho,1.º quartil,1737.0
2023,1500806,Lagoa,Concelho,1.º quartil,1844.0
2023,1500807,Lagos,Concelho,1.º quartil,2442.0
2023,1500808,Loulé,Concelho,1.º quartil,2256.0
2023,1500809,Monchique,Concelho,1.º quartil,559.0
2023,1500810,Olhão,Concelho,1.º quartil,1665.0
2023,1500811,Portimão,Concelho,1.º quartil,1959.0
2023,1500812,São Brás de Alportel,Concelho,1.º quartil,1240.0
2023,1500813,Silves,Concelho,1.º quartil,1504.0
2023,1500814,Tavira,Concelho,1.º quartil,2195.0
2023,1500815,Vila do Bispo,Concelho,1.º quartil,2196.0
2023,1500816,Vila Real de Santo António,Concelho,1.º quartil,1695.0
2023,19,Centro,NUTS II,1.º quartil,484.0
2023,1910103,Anadia,Concelho,1.º quartil,356.0
2023,191,Região de Aveiro,NUTS III,1.º quartil,825.0
2023,2004205,Ribeira Grande,Concelho,1.º quartil,623.0
2023,2004206,Vila Franca do Campo,Concelho,1.º quartil,686.0
2023,2004301,Angra do Heroísmo,Concelho,1.º quartil,685.0
2023,2004302,Vila da Praia da Vitória,Concelho,1.º quartil,528.0
2023,2004401,Santa Cruz da Graciosa,Concelho,1.º quartil,174.0
2023,2004501,Calheta (R.A.A.),Concelho,1.º quartil,215.0
2023,2004502,Velas,Concelho,1.º quartil,302.0
2023,2004601,Lajes do Pico,Concelho,1.º quartil,509.0
2023,2004602,Madalena,Concelho,1.º quartil,426.0
2023,2004603,São Roque do Pico,Concelho,1.º quartil,567.0
2023,11D0914,Vila Nova de Foz Côa,Concelho,1.º quartil,129.0
2023,11D1704,Mesão Frio,Concelho,1.º quartil,
2023,11D1707,Murça,Concelho,1.º quartil,184.0
2023,11D1701,Alijó,Concelho,1.º quartil,253.0
2023,11D1708,Peso da Régua,Concelho,1.º quartil,508.0
2023,11D1710,Sabrosa,Concelho,1.º quartil,237.0
2023,11B1706,Montalegre,Concelho,1.º quartil,330.0
2023,11B1709,Ribeira de Pena,Concelho,1.º quartil,237.0
2023,11B1712,Valpaços,Concelho,1.º quartil,270.0
2023,11B1713,Vila Pouca de Aguiar,Concelho,1.º quartil,304.0
2023,11C,Tâmega e Sousa,NUTS III,1.º quartil,538.0
2023,11C0106,Castelo de Paiva,Concelho,1.º quartil,483.0
2023,11C0305,Celorico de Basto,Concelho,1.º quartil,280.0
2023,11A0104,Arouca,Concelho,1.º quartil,350.0
2023,11A0113,Oliveira de Azeméis,Concelho,1.º quartil,638.0
2023,11A0116,São João da Madeira,Concelho,1.º quartil,791.0
