ano,geocod,regiao,nivel,quartil,renda_m2
2023,2004101,Vila do Porto,Concelho,1.º quartil,
2023,2004101,Vila do Porto,Concelho,2.º quartil,
2023,2004101,Vila do Porto,Concelho,3.º quartil,
2023,2004202,Nordeste,Concelho,1.º quartil,
2023,2004202,Nordeste,Concelho,2.º quartil,
2023,2004202,Nordeste,Concelho,3.º quartil,
2023,2004204,Povoação,Concelho,1.º quartil,
2023,2004204,Povoação,Concelho,2.º quartil,
2023,2004204,Povoação,Concelho,3.º quartil,
2023,2004206,Vila Franca do Campo,Concelho,1.º quartil,
2023,2004206,Vila Franca do Campo,Concelho,2.º quartil,
2023,2004206,Vila Franca do Campo,Concelho,3.º quartil,
2023,2004401,Santa Cruz da Graciosa,Concelho,1.º quartil,
2023,2004401,Santa Cruz da Graciosa,Concelho,2.º quartil,
2023,2004401,Santa Cruz da Graciosa,Concelho,3.º quartil,
2023,2004501,Calheta (R.A.A.),Concelho,1.º quartil,
2023,2004501,Calheta (R.A.A.),Concelho,2.º quartil,
2023,2004501,Calheta (R.A.A.),Concelho,3.º quartil,
2023,2004601,Lajes do Pico,Concelho,1.º quartil,
2023,2004601,Lajes do Pico,Concelho,2.º quartil,
2023,2004601,Lajes do Pico,Concelho,3.º quartil,
2023,2004603,São Roque do Pico,Concelho,1.º quartil,
2023,2004603,São Roque do Pico,Concelho,2.º quartil,
2023,2004603,São Roque do Pico,Concelho,3.º quartil,
2023,2004801,Lajes das Flores,Concelho,1.º quartil,
2023,2004801,Lajes das Flores,Concelho,2.º quartil,
2023,2004801,Lajes das Flores,Concelho,3.º quartil,
2023,2004802,Santa Cruz das Flores,Concelho,1.º quartil,
2023,2004802,Santa Cruz das Flores,Concelho,2.º quartil,
2023,2004802,Santa Cruz das Flores,Concelho,3.º quartil,
2023,2004901,Corvo,Concelho,1.º quartil,
2023,2004901,Corvo,Concelho,2.º quartil,
2023,2004901,Corvo,Concelho,3.º quartil,
2023,3003105,Ponta do Sol,Concelho,1.º quartil,
2023,3003105,Ponta do Sol,Concelho,2.º quartil,
2023,3003105,Ponta do Sol,Concelho,3.º quartil,
2023,3003106,Porto Moniz,Concelho,1.º quartil,
2023,3003106,Porto Moniz,Concelho,2.º quartil,
2023,3003106,Porto Moniz,Concelho,3.º quartil,
2023,3003109,Santana,Concelho,1.º quartil,
2023,3003109,Santana,Concelho,2.º quartil,
2023,3003109,Santana,Concelho,3.º quartil,
2023,3003110,São Vicente,Concelho,1.º quartil,
2023,3003110,São Vicente,Concelho,2.º quartil,
2023,3003110,São Vicente,Concelho,3.º quartil,
2024,11E0410,Vila Flor,Concelho,1.º quartil,1.31
2024,11E0407,Mirandela,Concelho,1.º quartil,1.96
2024,1960903,Celorico da Beira,Concelho,1.º quartil,1.97
2024,11D0409,Torre de Moncorvo,Concelho,1.º quartil,2
2024,11D0914,Vila Nova de Foz Côa,Concelho,1.º quartil,2.01
2024,1940901,Aguiar da Beira,Concelho,1.º quartil,2.03
2024,1960913,Trancoso,Concelho,1.º quartil,2.04
2024,1C31204,Campo Maior,Concelho,1.º quartil,2.04
2024,1960906,Gouveia,Concelho,1.º quartil,2.08
2024,1C31215,Sousel,Concelho,1.º quartil,2.08
2024,1960501,Belmonte,Concelho,1.º quartil,2.14
2024,1960910,Pinhel,Concelho,1.º quartil,2.15
2024,11E,Terras de Trás-os-Montes,NUTS III,1.º quartil,2.18
2024,1960909,Mêda,Concelho,1.º quartil,2.18
2024,11E0408,Mogadouro,Concelho,1.º quartil,2.19
2024,11E0410,Vila Flor,Concelho,2.º quartil,2.24
2024,1D31407,Chamusca,Concelho,1.º quartil,2.26
2024,11C1302,Baião,Concelho,1.º quartil,2.27
2024,11E0406,Miranda do Douro,Concelho,1.º quartil,2.27
2024,1931007,Castanheira de Pêra,Concelho,1.º quartil,2.27
2024,1D21413,Mação,Concelho,1.º quartil,2.3
2024,1C40714,Vila Viçosa,Concelho,1.º quartil,2.31
2024,1920613,Penacova,Concelho,1.º quartil,2.38
2024,11C1303,Felgueiras,Concelho,1.º quartil,2.39
2024,1950505,Idanha-a-Nova,Concelho,1.º quartil,2.39
2024,1C40703,Borba,Concelho,1.º quartil,2.39
2024,1950511,Vila Velha de Ródão,Concelho,1.º quartil,2.4
2024,11D1807,Moimenta da Beira,Concelho,1.º quartil,2.44
2024,1C31202,Arronches,Concelho,1.º quartil,2.44
2024,11D1820,Tarouca,Concelho,1.º quartil,2.45
2024,11C0106,Castelo de Paiva,Concelho,1.º quartil,2.46
2024,1960911,Sabugal,Concelho,1.º quartil,2.46
2024,1941802,Carregal do Sal,Concelho,1.º quartil,2.48
2024,11E0402,Bragança,Concelho,1.º quartil,2.5
2024,1C20207,Cuba,Concelho,1.º quartil,2.51
2024,11C0305,Celorico de Basto,Concelho,1.º quartil,2.52
2024,1C40707,Mora,Concelho,1.º quartil,2.52
2024,1941817,Sátão,Concelho,1.º quartil,2.53
2024,11B1712,Valpaços,Concelho,1.º quartil,2.56
2024,1921808,Mortágua,Concelho,1.º quartil,2.58
2024,11E0405,Macedo de Cavaleiros,Concelho,1.º quartil,2.6
2024,1111605,Paredes de Coura,Concelho,1.º quartil,2.61
2024,1960903,Celorico da Beira,Concelho,2.º quartil,2.64
2024,1191705,Mondim de Basto,Concelho,1.º quartil,2.65
2024,1931002,Alvaiázere,Concelho,1.º quartil,2.66
2024,1190304,Cabeceiras de Basto,Concelho,1.º quartil,2.67
2024,11C1307,Marco de Canaveses,Concelho,1.º quartil,2.67
2024,1920614,Penela,Concelho,1.º quartil,2.67
2024,11C1301,Amarante,Concelho,1.º quartil,2.7
2024,11D1701,Alijó,Concelho,1.º quartil,2.7
2024,1941803,Castro Daire,Concelho,1.º quartil,2.71
2024,11B1713,Vila Pouca de Aguiar,Concelho,1.º quartil,2.75
2024,1C3,Alto Alentejo,NUTS III,1.º quartil,2.77
2024,1960909,Mêda,Concelho,2.º quartil,2.78
2024,1960910,Pinhel,Concelho,2.º quartil,2.79
2024,11E0408,Mogadouro,Concelho,2.º quartil,2.81
2024,1940901,Aguiar da Beira,Concelho,2.º quartil,2.81
2024,1C40704,Estremoz,Concelho,1.º quartil,2.82
2024,1190307,Fafe,Concelho,1.º quartil,2.83
2024,1950508,Proença-a-Nova,Concelho,1.º quartil,2.84
2024,196,Beiras e Serra da Estrela,NUTS III,1.º quartil,2.84
2024,1120301,Amares,Concelho,1.º quartil,2.86
2024,11C1804,Cinfães,Concelho,1.º quartil,2.86
2024,1C40711,Reguengos de Monsaraz,Concelho,1.º quartil,2.86
2024,11C,Tâmega e Sousa,NUTS III,1.º quartil,2.88
2024,11D,Douro,NUTS III,1.º quartil,2.88
2024,11D1820,Tarouca,Concelho,2.º quartil,2.88
2024,1960911,Sabugal,Concelho,2.º quartil,2.9
2024,1C31214,Portalegre,Concelho,1.º quartil,2.9
2024,2004701,Horta,Concelho,1.º quartil,2.9
2024,11D0914,Vila Nova de Foz Côa,Concelho,2.º quartil,2.91
2024,1960913,Trancoso,Concelho,2.º quartil,2.92
2024,1C20208,Ferreira do Alentejo,Concelho,1.º quartil,2.92
2024,1960906,Gouveia,Concelho,2.º quartil,2.93
2024,1960912,Seia,Concelho,1.º quartil,2.93
2024,1111606,Ponte da Barca,Concelho,1.º quartil,2.94
2024,1111603,Melgaço,Concelho,1.º quartil,2.96
2024,1190309,Póvoa de Lanhoso,Concelho,1.º quartil,2.97
2024,1D21402,Alcanena,Concelho,1.º quartil,2.97
2024,1941824,Vouzela,Concelho,1.º quartil,2.98
2024,1931007,Castanheira de Pêra,Concelho,2.º quartil,3
2024,11C1305,Lousada,Concelho,1.º quartil,3.03
2024,1931016,Porto de Mós,Concelho,1.º quartil,3.03
2024,1941817,Sátão,Concelho,2.º quartil,3.03
2024,1960501,Belmonte,Concelho,2.º quartil,3.03
2024,1D31412,Golegã,Concelho,1.º quartil,3.03
2024,1941809,Nelas,Concelho,1.º quartil,3.04
2024,1931008,Figueiró dos Vinhos,Concelho,1.º quartil,3.05
2024,1C40703,Borba,Concelho,2.º quartil,3.05
2024,1920615,Soure,Concelho,1.º quartil,3.06
2024,1C20213,Serpa,Concelho,1.º quartil,3.06
2024,1C31201,Alter do Chão,Concelho,1.º quartil,3.06
2024,11D0409,Torre de Moncorvo,Concelho,2.º quartil,3.08
2024,11E0406,Miranda do Douro,Concelho,2.º quartil,3.09
2024,1960907,Guarda,Concelho,1.º quartil,3.1
2024,1C20214,Vidigueira,Concelho,1.º quartil,3.1
2024,1920611,Oliveira do Hospital,Concelho,1.º quartil,3.11
2024,1931003,Ansião,Concelho,1.º quartil,3.13
2024,1941806,Mangualde,Concelho,1.º quartil,3.13
2024,1C40710,Redondo,Concelho,1.º quartil,3.13
2024,11D1805,Lamego,Concelho,1.º quartil,3.14
2024,1C31204,Campo Maior,Concelho,2.º quartil,3.14
2024,1190311,Vieira do Minho,Concelho,1.º quartil,3.16
2024,11B,Alto Tâmega e Barroso,NUTS III,1.º quartil,3.17
2024,195,Beira Baixa,NUTS III,1.º quartil,3.17
2024,1960504,Fundão,Concelho,1.º quartil,3.17
2024,1960910,Pinhel,Concelho,3.º quartil,3.17
2024,1C31207,Elvas,Concelho,1.º quartil,3.17
2024,1910117,Sever do Vouga,Concelho,1.º quartil,3.18
2024,1920616,Tábua,Concelho,1.º quartil,3.18
2024,1D21408,Constância,Concelho,1.º quartil,3.18
2024,11E0405,Macedo de Cavaleiros,Concelho,2.º quartil,3.19
2024,1941810,Oliveira de Frades,Concelho,1.º quartil,3.19
2024,1C20202,Almodôvar,Concelho,1.º quartil,3.22
2024,11E0410,Vila Flor,Concelho,3.º quartil,3.25
2024,1950509,Sertã,Concelho,1.º quartil,3.26
2024,1920607,Lousã,Concelho,1.º quartil,3.27
2024,11D1807,Moimenta da Beira,Concelho,2.º quartil,3.28
2024,1D31409,Coruche,Concelho,1.º quartil,3.28
2024,2004602,Madalena,Concelho,1.º quartil,3.28
2024,1941814,Santa Comba Dão,Concelho,1.º quartil,3.3
2024,1C20210,Moura,Concelho,1.º quartil,3.3
2024,11B1712,Valpaços,Concelho,2.º quartil,3.31
2024,11C1311,Penafiel,Concelho,1.º quartil,3.31
2024,1920617,Vila Nova de Poiares,Concelho,1.º quartil,3.31
2024,11A1314,Santo Tirso,Concelho,1.º quartil,3.33
2024,1C31212,Nisa,Concelho,1.º quartil,3.33
2024,1111610,Vila Nova de Cerveira,Concelho,1.º quartil,3.34
2024,11D1708,Peso da Régua,Concelho,1.º quartil,3.36
2024,1960909,Mêda,Concelho,3.º quartil,3.37
2024,1C,Alentejo,NUTS II,1.º quartil,3.37
2024,2004502,Velas,Concelho,1.º quartil,3.37
2024,11C1309,Paços de Ferreira,Concelho,1.º quartil,3.38
2024,1111601,Arcos de Valdevez,Concelho,1.º quartil,3.4
2024,11D1820,Tarouca,Concelho,3.º quartil,3.4
2024,1920601,Arganil,Concelho,1.º quartil,3.41
2024,1960903,Celorico da Beira,Concelho,3.º quartil,3.41
2024,1C31215,Sousel,Concelho,2.º quartil,3.41
2024,1C4,Alentejo Central,NUTS III,1.º quartil,3.41
2024,1C40702,Arraiolos,Concelho,1.º quartil,3.41
2024,1920613,Penacova,Concelho,2.º quartil,3.42
2024,1D31407,Chamusca,Concelho,2.º quartil,3.43
2024,11C1302,Baião,Concelho,2.º quartil,3.44
2024,11D1701,Alijó,Concelho,2.º quartil,3.45
2024,1950511,Vila Velha de Ródão,Concelho,2.º quartil,3.45
2024,1D21413,Mação,Concelho,2.º quartil,3.45
2024,1D31404,Alpiarça,Concelho,1.º quartil,3.45
2024,1C2,Baixo Alentejo,NUTS III,1.º quartil,3.46
2024,1D21401,Abrantes,Concelho,1.º quartil,3.48
2024,11B1703,Chaves,Concelho,1.º quartil,3.5
2024,1C40706,Montemor-o-Novo,Concelho,1.º quartil,3.5
2024,11C0305,Celorico de Basto,Concelho,2.º quartil,3.51
2024,11C1303,Felgueiras,Concelho,2.º quartil,3.52
2024,11E,Terras de Trás-os-Montes,NUTS III,2.º quartil,3.52
2024,1920111,Mealhada,Concelho,1.º quartil,3.52
2024,2004201,Lagoa (R.A.A.),Concelho,1.º quartil,3.52
2024,1931008,Figueiró dos Vinhos,Concelho,2.º quartil,3.53
2024,1950502,Castelo Branco,Concelho,1.º quartil,3.53
2024,1D21411,Ferreira do Zêzere,Concelho,1.º quartil,3.53
2024,1910112,Murtosa,Concelho,1.º quartil,3.55
2024,1940901,Aguiar da Beira,Concelho,3.º quartil,3.55
2024,11B1713,Vila Pouca de Aguiar,Concelho,2.º quartil,3.58
2024,11E0407,Mirandela,Concelho,2.º quartil,3.58
2024,1960503,Covilhã,Concelho,1.º quartil,3.59
2024,1190314,Vizela,Concelho,1.º quartil,3.6
2024,1C20207,Cuba,Concelho,2.º quartil,3.6
2024,119,Ave,NUTS III,1.º quartil,3.61
2024,1941817,Sátão,Concelho,3.º quartil,3.63
2024,1191705,Mondim de Basto,Concelho,2.º quartil,3.64
2024,1D21420,Vila Nova da Barquinha,Concelho,1.º quartil,3.64
2024,1C31201,Alter do Chão,Concelho,2.º quartil,3.65
2024,1C31213,Ponte de Sor,Concelho,1.º quartil,3.65
2024,11A0104,Arouca,Concelho,1.º quartil,3.66
2024,11A0119,Vale de Cambra,Concelho,1.º quartil,3.66
2024,11C1804,Cinfães,Concelho,2.º quartil,3.66
2024,1920602,Cantanhede,Concelho,1.º quartil,3.66
2024,1111608,Valença,Concelho,1.º quartil,3.67
2024,194,Viseu Dão Lafões,NUTS III,1.º quartil,3.67
2024,11C0106,Castelo de Paiva,Concelho,2.º quartil,3.69
2024,1C40707,Mora,Concelho,2.º quartil,3.69
2024,1111603,Melgaço,Concelho,2.º quartil,3.7
2024,1111606,Ponte da Barca,Concelho,2.º quartil,3.7
2024,2,Região Autónoma dos Açores,NUTS I,1.º quartil,3.7
2024,20,Região Autónoma dos Açores,NUTS II,1.º quartil,3.7
2024,200,Região Autónoma dos Açores,NUTS III,1.º quartil,3.7
2024,1120313,Vila Verde,Concelho,1.º quartil,3.71
2024,1921808,Mortágua,Concelho,2.º quartil,3.72
2024,2004301,Angra do Heroísmo,Concelho,1.º quartil,3.72
2024,1941824,Vouzela,Concelho,2.º quartil,3.73
2024,1941821,Tondela,Concelho,1.º quartil,3.74
2024,1960906,Gouveia,Concelho,3.º quartil,3.74
2024,1190308,Guimarães,Concelho,1.º quartil,3.75
2024,11A0113,Oliveira de Azeméis,Concelho,1.º quartil,3.75
2024,11E0408,Mogadouro,Concelho,3.º quartil,3.75
2024,1941803,Castro Daire,Concelho,2.º quartil,3.75
2024,1960913,Trancoso,Concelho,3.º quartil,3.79
2024,11A1310,Paredes,Concelho,1.º quartil,3.8
2024,1910101,Águeda,Concelho,1.º quartil,3.8
2024,1C40710,Redondo,Concelho,2.º quartil,3.8
2024,1931015,Pombal,Concelho,1.º quartil,3.81
2024,1111605,Paredes de Coura,Concelho,2.º quartil,3.82
2024,11D1714,Vila Real,Concelho,1.º quartil,3.85
2024,1920616,Tábua,Concelho,2.º quartil,3.85
2024,1C31202,Arronches,Concelho,2.º quartil,3.85
2024,1D31414,Rio Maior,Concelho,1.º quartil,3.85
2024,2004302,Vila da Praia da Vitória,Concelho,1.º quartil,3.85
2024,1931003,Ansião,Concelho,2.º quartil,3.88
2024,1950505,Idanha-a-Nova,Concelho,2.º quartil,3.88
2024,1920610,Montemor-o-Velho,Concelho,1.º quartil,3.89
2024,2004205,Ribeira Grande,Concelho,1.º quartil,3.9
2024,11C1307,Marco de Canaveses,Concelho,2.º quartil,3.91
2024,11D0409,Torre de Moncorvo,Concelho,3.º quartil,3.91
2024,1931002,Alvaiázere,Concelho,2.º quartil,3.91
2024,1941809,Nelas,Concelho,2.º quartil,3.91
2024,1950508,Proença-a-Nova,Concelho,2.º quartil,3.91
2024,19,Centro,NUTS II,1.º quartil,3.92
2024,1C10211,Odemira,Concelho,1.º quartil,3.92
2024,1190307,Fafe,Concelho,2.º quartil,3.93
2024,11E0405,Macedo de Cavaleiros,Concelho,3.º quartil,3.93
2024,1910114,Oliveira do Bairro,Concelho,1.º quartil,3.94
2024,1920609,Miranda do Corvo,Concelho,1.º quartil,3.94
2024,1C40714,Vila Viçosa,Concelho,2.º quartil,3.94
2024,1920608,Mira,Concelho,1.º quartil,3.96
2024,1910103,Anadia,Concelho,1.º quartil,3.97
2024,1120302,Barcelos,Concelho,1.º quartil,4
2024,11B1712,Valpaços,Concelho,3.º quartil,4
2024,1920611,Oliveira do Hospital,Concelho,2.º quartil,4
2024,1960501,Belmonte,Concelho,3.º quartil,4
2024,1D2,Médio Tejo,NUTS III,1.º quartil,4
2024,11C1301,Amarante,Concelho,2.º quartil,4.01
2024,1910108,Estarreja,Concelho,1.º quartil,4.01
2024,11E0402,Bragança,Concelho,2.º quartil,4.03
2024,1960912,Seia,Concelho,2.º quartil,4.03
2024,1111607,Ponte de Lima,Concelho,1.º quartil,4.04
2024,1941816,São Pedro do Sul,Concelho,1.º quartil,4.04
2024,1D11104,Cadaval,Concelho,1.º quartil,4.04
2024,11C,Tâmega e Sousa,NUTS III,2.º quartil,4.05
2024,1D11112,Sobral de Monte Agraço,Concelho,1.º quartil,4.06
2024,1C20214,Vidigueira,Concelho,2.º quartil,4.07
2024,11D0914,Vila Nova de Foz Côa,Concelho,3.º quartil,4.08
2024,1931004,Batalha,Concelho,1.º quartil,4.08
2024,1C31212,Nisa,Concelho,2.º quartil,4.08
2024,1C20201,Aljustrel,Concelho,1.º quartil,4.1
2024,1931007,Castanheira de Pêra,Concelho,3.º quartil,4.12
2024,1941802,Carregal do Sal,Concelho,2.º quartil,4.13
2024,1C3,Alto Alentejo,NUTS III,2.º quartil,4.13
2024,1D31103,Azambuja,Concelho,1.º quartil,4.13
2024,1190309,Póvoa de Lanhoso,Concelho,2.º quartil,4.14
2024,1190312,Vila Nova de Famalicão,Concelho,1.º quartil,4.14
2024,1C20210,Moura,Concelho,2.º quartil,4.14
2024,1C20206,Castro Verde,Concelho,1.º quartil,4.15
2024,1960911,Sabugal,Concelho,3.º quartil,4.16
2024,1D21408,Constância,Concelho,2.º quartil,4.16
2024,111,Alto Minho,NUTS III,1.º quartil,4.17
2024,11B,Alto Tâmega e Barroso,NUTS III,2.º quartil,4.17
2024,1D31406,Cartaxo,Concelho,1.º quartil,4.18
2024,1920604,Condeixa-a-Nova,Concelho,1.º quartil,4.19
2024,1D3,Lezíria do Tejo,NUTS III,1.º quartil,4.19
2024,1D31415,Salvaterra de Magos,Concelho,1.º quartil,4.19
2024,1190304,Cabeceiras de Basto,Concelho,2.º quartil,4.2
2024,11E0406,Miranda do Douro,Concelho,3.º quartil,4.2
2024,1D21419,Torres Novas,Concelho,1.º quartil,4.21
2024,11D1807,Moimenta da Beira,Concelho,3.º quartil,4.22
2024,193,Região de Leiria,NUTS III,1.º quartil,4.22
2024,11C1305,Lousada,Concelho,2.º quartil,4.24
2024,1910117,Sever do Vouga,Concelho,2.º quartil,4.25
2024,1941806,Mangualde,Concelho,2.º quartil,4.25
2024,2004701,Horta,Concelho,2.º quartil,4.25
2024,1C31214,Portalegre,Concelho,2.º quartil,4.27
2024,11D1805,Lamego,Concelho,2.º quartil,4.28
2024,1920617,Vila Nova de Poiares,Concelho,2.º quartil,4.28
2024,196,Beiras e Serra da Estrela,NUTS III,2.º quartil,4.29
2024,1960504,Fundão,Concelho,2.º quartil,4.29
2024,1D31404,Alpiarça,Concelho,2.º quartil,4.29
2024,3003101,Calheta (R.A.M.),Concelho,1.º quartil,4.29
2024,1500809,Monchique,Concelho,1.º quartil,4.3
2024,1C20213,Serpa,Concelho,2.º quartil,4.3
2024,1D11005,Bombarral,Concelho,1.º quartil,4.3
2024,192,Região de Coimbra,NUTS III,1.º quartil,4.31
2024,1931010,Marinha Grande,Concelho,1.º quartil,4.31
2024,1941810,Oliveira de Frades,Concelho,2.º quartil,4.31
2024,1C20208,Ferreira do Alentejo,Concelho,2.º quartil,4.31
2024,11A0109,Santa Maria da Feira,Concelho,1.º quartil,4.32
2024,1C40711,Reguengos de Monsaraz,Concelho,2.º quartil,4.32
2024,1C31204,Campo Maior,Concelho,3.º quartil,4.33
2024,1910118,Vagos,Concelho,1.º quartil,4.34
2024,1931016,Porto de Mós,Concelho,2.º quartil,4.34
2024,11D,Douro,NUTS III,2.º quartil,4.35
2024,1910102,Albergaria-a-Velha,Concelho,1.º quartil,4.35
2024,1D21402,Alcanena,Concelho,2.º quartil,4.35
2024,3003107,Ribeira Brava,Concelho,1.º quartil,4.35
2024,1111602,Caminha,Concelho,1.º quartil,4.38
2024,11D1708,Peso da Régua,Concelho,2.º quartil,4.38
2024,1D21418,Tomar,Concelho,1.º quartil,4.38
2024,1C40703,Borba,Concelho,3.º quartil,4.4
2024,1920613,Penacova,Concelho,3.º quartil,4.41
2024,3003102,Câmara de Lobos,Concelho,1.º quartil,4.42
2024,1C40702,Arraiolos,Concelho,2.º quartil,4.43
2024,1D21411,Ferreira do Zêzere,Concelho,2.º quartil,4.43
2024,1111604,Monção,Concelho,1.º quartil,4.44
2024,1111605,Paredes de Coura,Concelho,3.º quartil,4.44
2024,11B1713,Vila Pouca de Aguiar,Concelho,3.º quartil,4.44
2024,1D,Oeste e Vale do Tejo,NUTS II,1.º quartil,4.44
2024,1D21421,Ourém,Concelho,1.º quartil,4.44
2024,1950509,Sertã,Concelho,2.º quartil,4.45
2024,2004203,Ponta Delgada,Concelho,1.º quartil,4.45
2024,2004602,Madalena,Concelho,2.º quartil,4.45
2024,1D11001,Alcobaça,Concelho,1.º quartil,4.47
2024,1C40704,Estremoz,Concelho,2.º quartil,4.48
2024,1D31416,Santarém,Concelho,1.º quartil,4.48
2024,1120301,Amares,Concelho,2.º quartil,4.49
2024,11C1302,Baião,Concelho,3.º quartil,4.51
2024,1C20207,Cuba,Concelho,3.º quartil,4.51
2024,1D31412,Golegã,Concelho,2.º quartil,4.51
2024,11,Norte,NUTS II,1.º quartil,4.52
2024,1190311,Vieira do Minho,Concelho,2.º quartil,4.52
2024,1960907,Guarda,Concelho,2.º quartil,4.53
2024,1D11108,Lourinhã,Concelho,1.º quartil,4.55
2024,1C31207,Elvas,Concelho,2.º quartil,4.58
2024,11C1309,Paços de Ferreira,Concelho,2.º quartil,4.59
2024,191,Região de Aveiro,NUTS III,1.º quartil,4.6
2024,1920607,Lousã,Concelho,2.º quartil,4.6
2024,1920615,Soure,Concelho,2.º quartil,4.61
2024,195,Beira Baixa,NUTS III,2.º quartil,4.61
2024,1C40712,Vendas Novas,Concelho,1.º quartil,4.61
2024,1D31403,Almeirim,Concelho,1.º quartil,4.61
2024,1D21413,Mação,Concelho,3.º quartil,4.62
2024,1C20205,Beja,Concelho,1.º quartil,4.63
2024,1941823,Viseu,Concelho,1.º quartil,4.64
2024,1910115,Ovar,Concelho,1.º quartil,4.65
2024,1111610,Vila Nova de Cerveira,Concelho,2.º quartil,4.68
2024,1500812,São Brás de Alportel,Concelho,1.º quartil,4.68
2024,1920616,Tábua,Concelho,3.º quartil,4.68
2024,2004502,Velas,Concelho,2.º quartil,4.68
2024,11B1703,Chaves,Concelho,2.º quartil,4.69
2024,1920601,Arganil,Concelho,2.º quartil,4.69
2024,1931008,Figueiró dos Vinhos,Concelho,3.º quartil,4.69
2024,1950511,Vila Velha de Ródão,Concelho,3.º quartil,4.73
2024,1C40705,Évora,Concelho,1.º quartil,4.73
2024,11A1318,Trofa,Concelho,1.º quartil,4.74
2024,1920614,Penela,Concelho,2.º quartil,4.75
2024,1921808,Mortágua,Concelho,3.º quartil,4.75
2024,1941814,Santa Comba Dão,Concelho,2.º quartil,4.75
2024,1D21420,Vila Nova da Barquinha,Concelho,2.º quartil,4.75
2024,1D31407,Chamusca,Concelho,3.º quartil,4.76
2024,1C20202,Almodôvar,Concelho,2.º quartil,4.77
2024,1111601,Arcos de Valdevez,Concelho,2.º quartil,4.79
2024,11A1316,Vila do Conde,Concelho,1.º quartil,4.79
2024,11D1701,Alijó,Concelho,3.º quartil,4.79
2024,1111606,Ponte da Barca,Concelho,3.º quartil,4.8
2024,11C1303,Felgueiras,Concelho,3.º quartil,4.81
2024,2004205,Ribeira Grande,Concelho,2.º quartil,4.82
2024,11C1311,Penafiel,Concelho,2.º quartil,4.83
2024,1190314,Vizela,Concelho,2.º quartil,4.84
2024,11C1804,Cinfães,Concelho,3.º quartil,4.86
2024,1D11012,Óbidos,Concelho,1.º quartil,4.86
2024,1D11014,Peniche,Concelho,1.º quartil,4.86
2024,1C31213,Ponte de Sor,Concelho,2.º quartil,4.89
2024,1120313,Vila Verde,Concelho,2.º quartil,4.9
2024,11E0407,Mirandela,Concelho,3.º quartil,4.9
2024,1920111,Mealhada,Concelho,2.º quartil,4.91
2024,1950502,Castelo Branco,Concelho,2.º quartil,4.91
2024,1191705,Mondim de Basto,Concelho,3.º quartil,4.92
2024,11A0116,São João da Madeira,Concelho,1.º quartil,4.92
2024,1C1,Alentejo Litoral,NUTS III,1.º quartil,4.96
2024,1D1,Oeste,NUTS III,1.º quartil,4.96
2024,1941803,Castro Daire,Concelho,3.º quartil,4.98
2024,11A0104,Arouca,Concelho,2.º quartil,5
2024,11C0106,Castelo de Paiva,Concelho,3.º quartil,5
2024,11E,Terras de Trás-os-Montes,NUTS III,3.º quartil,5
2024,1950505,Idanha-a-Nova,Concelho,3.º quartil,5
2024,1C40706,Montemor-o-Novo,Concelho,2.º quartil,5
2024,1931009,Leiria,Concelho,1.º quartil,5.01
2024,1941821,Tondela,Concelho,2.º quartil,5.01
2024,1D11104,Cadaval,Concelho,2.º quartil,5.03
2024,1D21401,Abrantes,Concelho,2.º quartil,5.03
2024,11C0305,Celorico de Basto,Concelho,3.º quartil,5.04
2024,1920602,Cantanhede,Concelho,2.º quartil,5.04
2024,1C31212,Nisa,Concelho,3.º quartil,5.04
2024,1D11011,Nazaré,Concelho,1.º quartil,5.05
2024,11A0119,Vale de Cambra,Concelho,2.º quartil,5.06
2024,1931015,Pombal,Concelho,2.º quartil,5.06
2024,1111608,Valença,Concelho,2.º quartil,5.07
2024,2004301,Angra do Heroísmo,Concelho,2.º quartil,5.07
2024,1910110,Ílhavo,Concelho,1.º quartil,5.08
2024,1931002,Alvaiázere,Concelho,3.º quartil,5.08
2024,1D31409,Coruche,Concelho,2.º quartil,5.09
2024,1C31202,Arronches,Concelho,3.º quartil,5.1
2024,1941809,Nelas,Concelho,3.º quartil,5.11
2024,1D21410,Entroncamento,Concelho,1.º quartil,5.12
2024,1111609,Viana do Castelo,Concelho,1.º quartil,5.13
2024,11A0113,Oliveira de Azeméis,Concelho,2.º quartil,5.13
2024,1C40714,Vila Viçosa,Concelho,3.º quartil,5.16
2024,1C11509,Santiago do Cacém,Concelho,1.º quartil,5.17
2024,1C40707,Mora,Concelho,3.º quartil,5.19
2024,1120306,Esposende,Concelho,1.º quartil,5.2
2024,112,Cávado,NUTS III,1.º quartil,5.21
2024,1941802,Carregal do Sal,Concelho,3.º quartil,5.21
2024,1C31215,Sousel,Concelho,3.º quartil,5.21
2024,11A1314,Santo Tirso,Concelho,2.º quartil,5.22
2024,1C,Alentejo,NUTS II,2.º quartil,5.22
2024,1C31201,Alter do Chão,Concelho,3.º quartil,5.22
2024,1920605,Figueira da Foz,Concelho,1.º quartil,5.23
2024,1920617,Vila Nova de Poiares,Concelho,3.º quartil,5.23
2024,1D11006,Caldas da Rainha,Concelho,1.º quartil,5.23
2024,1D11102,Arruda dos Vinhos,Concelho,1.º quartil,5.24
2024,PT,Portugal,Nacional,1.º quartil,5.24
2024,1C11501,Alcácer do Sal,Concelho,1.º quartil,5.25
2024,1,Continente,NUTS I,1.º quartil,5.26
2024,119,Ave,NUTS III,2.º quartil,5.26
