ano,geocod,regiao,nivel,quartil,renda_m2
2022,1940901,Aguiar da Beira,Concelho,2.º quartil,
2022,1940901,Aguiar da Beira,Concelho,3.º quartil,
2022,1941822,Vila Nova de Paiva,Concelho,1.º quartil,
2022,1941822,Vila Nova de Paiva,Concelho,2.º quartil,
2022,1941822,Vila Nova de Paiva,Concelho,3.º quartil,
2022,1950505,Idanha-a-Nova,Concelho,1.º quartil,
2022,1950505,Idanha-a-Nova,Concelho,2.º quartil,
2022,1950505,Idanha-a-Nova,Concelho,3.º quartil,
2022,1950506,Oleiros,Concelho,1.º quartil,
2022,1950506,Oleiros,Concelho,2.º quartil,
2022,1950506,Oleiros,Concelho,3.º quartil,
2022,1950507,Penamacor,Concelho,1.º quartil,
2022,1950507,Penamacor,Concelho,2.º quartil,
2022,1950507,Penamacor,Concelho,3.º quartil,
2022,1950510,Vila de Rei,Concelho,1.º quartil,
2022,1950510,Vila de Rei,Concelho,2.º quartil,
2022,1950510,Vila de Rei,Concelho,3.º quartil,
2022,1950511,Vila Velha de Ródão,Concelho,1.º quartil,
2022,1950511,Vila Velha de Ródão,Concelho,2.º quartil,
2022,1950511,Vila Velha de Ródão,Concelho,3.º quartil,
2022,1960902,Almeida,Concelho,1.º quartil,
2022,1960902,Almeida,Concelho,2.º quartil,
2022,1960902,Almeida,Concelho,3.º quartil,
2022,1960904,Figueira de Castelo Rodrigo,Concelho,1.º quartil,
2022,1960904,Figueira de Castelo Rodrigo,Concelho,2.º quartil,
2022,1960904,Figueira de Castelo Rodrigo,Concelho,3.º quartil,
2022,1960905,Fornos de Algodres,Concelho,1.º quartil,
2022,1960905,Fornos de Algodres,Concelho,2.º quartil,
2022,1960905,Fornos de Algodres,Concelho,3.º quartil,
2022,1960908,Manteigas,Concelho,1.º quartil,
2022,1960908,Manteigas,Concelho,2.º quartil,
2022,1960908,Manteigas,Concelho,3.º quartil,
2022,1960909,Mêda,Concelho,1.º quartil,
2022,1960909,Mêda,Concelho,2.º quartil,
2022,1960909,Mêda,Concelho,3.º quartil,
2022,1C20201,Aljustrel,Concelho,1.º quartil,
2022,1C20201,Aljustrel,Concelho,2.º quartil,
2022,1C20201,Aljustrel,Concelho,3.º quartil,
2022,1C20203,Alvito,Concelho,1.º quartil,
2022,1C20203,Alvito,Concelho,2.º quartil,
2022,1C20203,Alvito,Concelho,3.º quartil,
2022,1C20204,Barrancos,Concelho,1.º quartil,
2022,1C20204,Barrancos,Concelho,2.º quartil,
2022,1C20204,Barrancos,Concelho,3.º quartil,
2022,1C20207,Cuba,Concelho,1.º quartil,
2022,1C20207,Cuba,Concelho,2.º quartil,
2022,1C20207,Cuba,Concelho,3.º quartil,
2022,1C20209,Mértola,Concelho,1.º quartil,
2022,1C20209,Mértola,Concelho,2.º quartil,
2022,1C20209,Mértola,Concelho,3.º quartil,
2022,1C20212,Ourique,Concelho,1.º quartil,
2022,1C20212,Ourique,Concelho,2.º quartil,
2022,1C20212,Ourique,Concelho,3.º quartil,
2022,1C20214,Vidigueira,Concelho,1.º quartil,
2022,1C20214,Vidigueira,Concelho,2.º quartil,
2022,1C20214,Vidigueira,Concelho,3.º quartil,
2022,1C31201,Alter do Chão,Concelho,1.º quartil,
2022,1C31201,Alter do Chão,Concelho,2.º quartil,
2022,1C31201,Alter do Chão,Concelho,3.º quartil,
2022,1C31202,Arronches,Concelho,1.º quartil,
2022,1C31202,Arronches,Concelho,2.º quartil,
2022,1C31202,Arronches,Concelho,3.º quartil,
2022,1C31203,Avis,Concelho,1.º quartil,
2022,1C31203,Avis,Concelho,2.º quartil,
2022,1C31203,Avis,Concelho,3.º quartil,
2022,1C31205,Castelo de Vide,Concelho,1.º quartil,
2022,1C31205,Castelo de Vide,Concelho,2.º quartil,
2022,1C31205,Castelo de Vide,Concelho,3.º quartil,
2022,1C31206,Crato,Concelho,1.º quartil,
2022,1C31206,Crato,Concelho,2.º quartil,
2022,1C31206,Crato,Concelho,3.º quartil,
2022,1C31208,Fronteira,Concelho,1.º quartil,
2022,1C31208,Fronteira,Concelho,2.º quartil,
2022,1C31208,Fronteira,Concelho,3.º quartil,
2022,1C31209,Gavião,Concelho,1.º quartil,
2022,1C31209,Gavião,Concelho,2.º quartil,
2022,1C31209,Gavião,Concelho,3.º quartil,
2022,1C31211,Monforte,Concelho,1.º quartil,
2022,1C31211,Monforte,Concelho,2.º quartil,
2022,1C31211,Monforte,Concelho,3.º quartil,
2022,1C31212,Nisa,Concelho,1.º quartil,
2022,1C31212,Nisa,Concelho,2.º quartil,
2022,1C31212,Nisa,Concelho,3.º quartil,
2022,1C31215,Sousel,Concelho,1.º quartil,
2022,1C31215,Sousel,Concelho,2.º quartil,
2022,1C31215,Sousel,Concelho,3.º quartil,
2022,1C40701,Alandroal,Concelho,1.º quartil,
2022,1C40701,Alandroal,Concelho,2.º quartil,
2022,1C40701,Alandroal,Concelho,3.º quartil,
2022,1C40707,Mora,Concelho,1.º quartil,
2022,1C40707,Mora,Concelho,2.º quartil,
2022,1C40707,Mora,Concelho,3.º quartil,
2022,1C40708,Mourão,Concelho,1.º quartil,
2022,1C40708,Mourão,Concelho,2.º quartil,
2022,1C40708,Mourão,Concelho,3.º quartil,
2022,1C40709,Portel,Concelho,1.º quartil,
2022,1C40709,Portel,Concelho,2.º quartil,
2022,1C40709,Portel,Concelho,3.º quartil,
2022,1D21408,Constância,Concelho,1.º quartil,
2022,1D21408,Constância,Concelho,2.º quartil,
2022,1D21408,Constância,Concelho,3.º quartil,
2022,1D21417,Sardoal,Concelho,1.º quartil,
2022,1D21417,Sardoal,Concelho,2.º quartil,
2022,1D21417,Sardoal,Concelho,3.º quartil,
2022,2004101,Vila do Porto,Concelho,1.º quartil,
2022,2004101,Vila do Porto,Concelho,2.º quartil,
2022,2004101,Vila do Porto,Concelho,3.º quartil,
2022,2004202,Nordeste,Concelho,1.º quartil,
2022,2004202,Nordeste,Concelho,2.º quartil,
2022,2004202,Nordeste,Concelho,3.º quartil,
2022,2004204,Povoação,Concelho,1.º quartil,
2022,2004204,Povoação,Concelho,2.º quartil,
2022,2004204,Povoação,Concelho,3.º quartil,
2022,2004206,Vila Franca do Campo,Concelho,1.º quartil,
2022,2004206,Vila Franca do Campo,Concelho,2.º quartil,
2022,2004206,Vila Franca do Campo,Concelho,3.º quartil,
2022,2004401,Santa Cruz da Graciosa,Concelho,1.º quartil,
2022,2004401,Santa Cruz da Graciosa,Concelho,2.º quartil,
2022,2004401,Santa Cruz da Graciosa,Concelho,3.º quartil,
2022,2004501,Calheta (R.A.A.),Concelho,1.º quartil,
2022,2004501,Calheta (R.A.A.),Concelho,2.º quartil,
2022,2004501,Calheta (R.A.A.),Concelho,3.º quartil,
2022,2004601,Lajes do Pico,Concelho,1.º quartil,
2022,2004601,Lajes do Pico,Concelho,2.º quartil,
2022,2004601,Lajes do Pico,Concelho,3.º quartil,
2022,2004602,Madalena,Concelho,1.º quartil,
2022,2004602,Madalena,Concelho,2.º quartil,
2022,2004602,Madalena,Concelho,3.º quartil,
2022,2004603,São Roque do Pico,Concelho,1.º quartil,
2022,2004603,São Roque do Pico,Concelho,2.º quartil,
2022,2004603,São Roque do Pico,Concelho,3.º quartil,
2022,2004801,Lajes das Flores,Concelho,1.º quartil,
2022,2004801,Lajes das Flores,Concelho,2.º quartil,
2022,2004801,Lajes das Flores,Concelho,3.º quartil,
2022,2004802,Santa Cruz das Flores,Concelho,1.º quartil,
2022,2004802,Santa Cruz das Flores,Concelho,2.º quartil,
2022,2004802,Santa Cruz das Flores,Concelho,3.º quartil,
2022,2004901,Corvo,Concelho,1.º quartil,
2022,2004901,Corvo,Concelho,2.º quartil,
2022,2004901,Corvo,Concelho,3.º quartil,
2022,3003105,Ponta do Sol,Concelho,1.º quartil,
2022,3003105,Ponta do Sol,Concelho,2.º quartil,
2022,3003105,Ponta do Sol,Concelho,3.º quartil,
2022,3003106,Porto Moniz,Concelho,1.º quartil,
2022,3003106,Porto Moniz,Concelho,2.º quartil,
2022,3003106,Porto Moniz,Concelho,3.º quartil,
2022,3003107,Ribeira Brava,Concelho,1.º quartil,
2022,3003107,Ribeira Brava,Concelho,2.º quartil,
2022,3003107,Ribeira Brava,Concelho,3.º quartil,
2022,3003109,Santana,Concelho,1.º quartil,
2022,3003109,Santana,Concelho,2.º quartil,
2022,3003109,Santana,Concelho,3.º quartil,
2022,3003110,São Vicente,Concelho,1.º quartil,
2022,3003110,São Vicente,Concelho,2.º quartil,
2022,3003110,São Vicente,Concelho,3.º quartil,
2022,3003201,Porto Santo,Concelho,1.º quartil,
2022,3003201,Porto Santo,Concelho,2.º quartil,
2022,3003201,Porto Santo,Concelho,3.º quartil,
2023,11D0914,Vila Nova de Foz Côa,Concelho,1.º quartil,1.36
2023,1C31215,Sousel,Concelho,1.º quartil,1.38
2023,1C40713,Viana do Alentejo,Concelho,1.º quartil,1.49
2023,11E0410,Vila Flor,Concelho,1.º quartil,1.5
2023,1C31202,Arronches,Concelho,1.º quartil,1.63
2023,1960913,Trancoso,Concelho,1.º quartil,1.75
2023,1950511,Vila Velha de Ródão,Concelho,1.º quartil,1.77
2023,11E0407,Mirandela,Concelho,1.º quartil,1.81
2023,11E0406,Miranda do Douro,Concelho,1.º quartil,1.85
2023,1960909,Mêda,Concelho,1.º quartil,1.85
2023,1C31210,Marvão,Concelho,1.º quartil,1.86
2023,1960903,Celorico da Beira,Concelho,1.º quartil,1.88
2023,1C40710,Redondo,Concelho,1.º quartil,1.95
2023,1960902,Almeida,Concelho,1.º quartil,1.99
2023,11E,Terras de Trás-os-Montes,NUTS III,1.º quartil,2.01
2023,11C1302,Baião,Concelho,1.º quartil,2.02
2023,1941802,Carregal do Sal,Concelho,1.º quartil,2.02
2023,11E0402,Bragança,Concelho,1.º quartil,2.07
2023,11E0408,Mogadouro,Concelho,1.º quartil,2.07
2023,1960906,Gouveia,Concelho,1.º quartil,2.08
2023,11E0410,Vila Flor,Concelho,2.º quartil,2.09
2023,1960501,Belmonte,Concelho,1.º quartil,2.09
2023,1931013,Pedrógão Grande,Concelho,1.º quartil,2.1
2023,11C0305,Celorico de Basto,Concelho,1.º quartil,2.12
2023,1C31202,Arronches,Concelho,2.º quartil,2.12
2023,1C40703,Borba,Concelho,1.º quartil,2.13
2023,11C1813,Resende,Concelho,1.º quartil,2.14
2023,11D0409,Torre de Moncorvo,Concelho,1.º quartil,2.16
2023,1C31204,Campo Maior,Concelho,1.º quartil,2.16
2023,1C40714,Vila Viçosa,Concelho,1.º quartil,2.16
2023,11B1712,Valpaços,Concelho,1.º quartil,2.17
2023,2004701,Horta,Concelho,1.º quartil,2.17
2023,1960910,Pinhel,Concelho,1.º quartil,2.21
2023,1111605,Paredes de Coura,Concelho,1.º quartil,2.22
2023,11C0106,Castelo de Paiva,Concelho,1.º quartil,2.26
2023,1931002,Alvaiázere,Concelho,1.º quartil,2.27
2023,1190304,Cabeceiras de Basto,Concelho,1.º quartil,2.29
2023,11B1713,Vila Pouca de Aguiar,Concelho,1.º quartil,2.3
2023,1960913,Trancoso,Concelho,2.º quartil,2.31
2023,11C1303,Felgueiras,Concelho,1.º quartil,2.33
2023,1941803,Castro Daire,Concelho,1.º quartil,2.34
2023,11D0914,Vila Nova de Foz Côa,Concelho,2.º quartil,2.36
2023,1941817,Sátão,Concelho,1.º quartil,2.37
2023,11D1807,Moimenta da Beira,Concelho,1.º quartil,2.38
2023,11E0405,Macedo de Cavaleiros,Concelho,1.º quartil,2.38
2023,1D31407,Chamusca,Concelho,1.º quartil,2.38
2023,1C3,Alto Alentejo,NUTS III,1.º quartil,2.4
2023,1111606,Ponte da Barca,Concelho,1.º quartil,2.44
2023,11D1820,Tarouca,Concelho,1.º quartil,2.44
2023,1C31214,Portalegre,Concelho,1.º quartil,2.48
2023,1960909,Mêda,Concelho,2.º quartil,2.49
2023,11C1804,Cinfães,Concelho,1.º quartil,2.5
2023,1941809,Nelas,Concelho,1.º quartil,2.51
2023,1960903,Celorico da Beira,Concelho,2.º quartil,2.53
2023,1950508,Proença-a-Nova,Concelho,1.º quartil,2.56
2023,1C40709,Portel,Concelho,1.º quartil,2.56
2023,11C1305,Lousada,Concelho,1.º quartil,2.57
2023,1960902,Almeida,Concelho,2.º quartil,2.57
2023,1960910,Pinhel,Concelho,2.º quartil,2.57
2023,1960911,Sabugal,Concelho,1.º quartil,2.58
2023,1C40711,Reguengos de Monsaraz,Concelho,1.º quartil,2.58
2023,1960501,Belmonte,Concelho,2.º quartil,2.6
2023,1921808,Mortágua,Concelho,1.º quartil,2.62
2023,11C,Tâmega e Sousa,NUTS III,1.º quartil,2.63
2023,11D1805,Lamego,Concelho,1.º quartil,2.63
2023,1920611,Oliveira do Hospital,Concelho,1.º quartil,2.63
2023,196,Beiras e Serra da Estrela,NUTS III,1.º quartil,2.63
2023,1C40704,Estremoz,Concelho,1.º quartil,2.63
2023,1190307,Fafe,Concelho,1.º quartil,2.67
2023,11C1307,Marco de Canaveses,Concelho,1.º quartil,2.67
2023,11D,Douro,NUTS III,1.º quartil,2.67
2023,1920613,Penacova,Concelho,1.º quartil,2.67
2023,1931008,Figueiró dos Vinhos,Concelho,1.º quartil,2.67
2023,1190311,Vieira do Minho,Concelho,1.º quartil,2.7
2023,1C31210,Marvão,Concelho,2.º quartil,2.7
2023,1190309,Póvoa de Lanhoso,Concelho,1.º quartil,2.71
2023,11C1301,Amarante,Concelho,1.º quartil,2.71
2023,1941810,Oliveira de Frades,Concelho,1.º quartil,2.71
2023,1941824,Vouzela,Concelho,1.º quartil,2.72
2023,1C31207,Elvas,Concelho,1.º quartil,2.73
2023,11D1820,Tarouca,Concelho,2.º quartil,2.75
2023,11D1701,Alijó,Concelho,1.º quartil,2.78
2023,11E0408,Mogadouro,Concelho,2.º quartil,2.78
2023,1931003,Ansião,Concelho,1.º quartil,2.78
2023,1941814,Santa Comba Dão,Concelho,1.º quartil,2.78
2023,1960912,Seia,Concelho,1.º quartil,2.78
2023,1C31204,Campo Maior,Concelho,2.º quartil,2.78
2023,1C31215,Sousel,Concelho,2.º quartil,2.79
2023,1931016,Porto de Mós,Concelho,1.º quartil,2.8
2023,1960504,Fundão,Concelho,1.º quartil,2.8
2023,1C40703,Borba,Concelho,2.º quartil,2.8
2023,1941811,Penalva do Castelo,Concelho,1.º quartil,2.84
2023,1941817,Sátão,Concelho,2.º quartil,2.85
2023,1111610,Vila Nova de Cerveira,Concelho,1.º quartil,2.86
2023,1190314,Vizela,Concelho,1.º quartil,2.87
2023,11E0405,Macedo de Cavaleiros,Concelho,2.º quartil,2.87
2023,1910117,Sever do Vouga,Concelho,1.º quartil,2.87
2023,1941806,Mangualde,Concelho,1.º quartil,2.87
2023,1C40713,Viana do Alentejo,Concelho,2.º quartil,2.88
2023,1920607,Lousã,Concelho,1.º quartil,2.9
2023,1920614,Penela,Concelho,1.º quartil,2.9
2023,195,Beira Baixa,NUTS III,1.º quartil,2.9
2023,1950509,Sertã,Concelho,1.º quartil,2.9
2023,11B,Alto Tâmega e Barroso,NUTS III,1.º quartil,2.91
2023,11C1309,Paços de Ferreira,Concelho,1.º quartil,2.91
2023,1960906,Gouveia,Concelho,2.º quartil,2.91
2023,11C1311,Penafiel,Concelho,1.º quartil,2.92
2023,1C20208,Ferreira do Alentejo,Concelho,1.º quartil,2.92
2023,11B1712,Valpaços,Concelho,2.º quartil,2.93
2023,1920616,Tábua,Concelho,1.º quartil,2.93
2023,11D1708,Peso da Régua,Concelho,1.º quartil,2.98
2023,1920617,Vila Nova de Poiares,Concelho,1.º quartil,2.98
2023,1920601,Arganil,Concelho,1.º quartil,3
2023,1111603,Melgaço,Concelho,1.º quartil,3.01
2023,1950508,Proença-a-Nova,Concelho,2.º quartil,3.02
2023,2004301,Angra do Heroísmo,Concelho,1.º quartil,3.02
2023,1960907,Guarda,Concelho,1.º quartil,3.03
2023,1D31412,Golegã,Concelho,1.º quartil,3.03
2023,1120301,Amares,Concelho,1.º quartil,3.04
2023,1920608,Mira,Concelho,1.º quartil,3.04
2023,1111605,Paredes de Coura,Concelho,2.º quartil,3.05
2023,11D0409,Torre de Moncorvo,Concelho,2.º quartil,3.05
2023,1C,Alentejo,NUTS II,1.º quartil,3.05
2023,1920615,Soure,Concelho,1.º quartil,3.06
2023,1D21402,Alcanena,Concelho,1.º quartil,3.06
2023,11A1314,Santo Tirso,Concelho,1.º quartil,3.07
2023,1920609,Miranda do Corvo,Concelho,1.º quartil,3.07
2023,11E0410,Vila Flor,Concelho,3.º quartil,3.08
2023,1C4,Alentejo Central,NUTS III,1.º quartil,3.08
2023,1D21401,Abrantes,Concelho,1.º quartil,3.08
2023,11D1807,Moimenta da Beira,Concelho,2.º quartil,3.09
2023,1931013,Pedrógão Grande,Concelho,2.º quartil,3.09
2023,1920610,Montemor-o-Velho,Concelho,1.º quartil,3.1
2023,2004205,Ribeira Grande,Concelho,1.º quartil,3.1
2023,1D31409,Coruche,Concelho,1.º quartil,3.11
2023,11C1302,Baião,Concelho,2.º quartil,3.12
2023,1C31213,Ponte de Sor,Concelho,1.º quartil,3.12
2023,1111608,Valença,Concelho,1.º quartil,3.13
2023,11E0406,Miranda do Douro,Concelho,2.º quartil,3.13
2023,1920111,Mealhada,Concelho,1.º quartil,3.13
2023,1960910,Pinhel,Concelho,3.º quartil,3.13
2023,11C0106,Castelo de Paiva,Concelho,2.º quartil,3.14
2023,1C40702,Arraiolos,Concelho,1.º quartil,3.14
2023,119,Ave,NUTS III,1.º quartil,3.16
2023,1D11104,Cadaval,Concelho,1.º quartil,3.16
2023,1960503,Covilhã,Concelho,1.º quartil,3.17
2023,1960909,Mêda,Concelho,3.º quartil,3.17
2023,1C40709,Portel,Concelho,2.º quartil,3.18
2023,1D21411,Ferreira do Zêzere,Concelho,1.º quartil,3.18
2023,11C0305,Celorico de Basto,Concelho,2.º quartil,3.19
2023,1921808,Mortágua,Concelho,2.º quartil,3.19
2023,1950502,Castelo Branco,Concelho,1.º quartil,3.19
2023,1D31404,Alpiarça,Concelho,1.º quartil,3.19
2023,1111601,Arcos de Valdevez,Concelho,1.º quartil,3.2
2023,1190304,Cabeceiras de Basto,Concelho,2.º quartil,3.2
2023,11A1310,Paredes,Concelho,1.º quartil,3.25
2023,1500809,Monchique,Concelho,1.º quartil,3.25
2023,1960911,Sabugal,Concelho,2.º quartil,3.25
2023,1C20210,Moura,Concelho,1.º quartil,3.25
2023,1960501,Belmonte,Concelho,3.º quartil,3.26
2023,1C20202,Almodôvar,Concelho,1.º quartil,3.26
2023,1C40706,Montemor-o-Novo,Concelho,1.º quartil,3.26
2023,1950511,Vila Velha de Ródão,Concelho,2.º quartil,3.27
2023,2004502,Velas,Concelho,1.º quartil,3.29
2023,3003101,Calheta (R.A.M.),Concelho,1.º quartil,3.29
2023,1920602,Cantanhede,Concelho,1.º quartil,3.3
2023,1931002,Alvaiázere,Concelho,2.º quartil,3.3
2023,11E,Terras de Trás-os-Montes,NUTS III,2.º quartil,3.31
2023,1C20213,Serpa,Concelho,1.º quartil,3.31
2023,2,Região Autónoma dos Açores,NUTS I,1.º quartil,3.31
2023,20,Região Autónoma dos Açores,NUTS II,1.º quartil,3.31
2023,200,Região Autónoma dos Açores,NUTS III,1.º quartil,3.31
2023,11C1813,Resende,Concelho,2.º quartil,3.32
2023,1111604,Monção,Concelho,1.º quartil,3.33
2023,11B1703,Chaves,Concelho,1.º quartil,3.33
2023,11C1303,Felgueiras,Concelho,2.º quartil,3.33
2023,1920611,Oliveira do Hospital,Concelho,2.º quartil,3.33
2023,194,Viseu Dão Lafões,NUTS III,1.º quartil,3.33
2023,1941811,Penalva do Castelo,Concelho,2.º quartil,3.33
2023,1C40710,Redondo,Concelho,2.º quartil,3.33
2023,1D21420,Vila Nova da Barquinha,Concelho,1.º quartil,3.34
2023,11E0407,Mirandela,Concelho,2.º quartil,3.37
2023,1910112,Murtosa,Concelho,1.º quartil,3.37
2023,1941821,Tondela,Concelho,1.º quartil,3.38
2023,1C2,Baixo Alentejo,NUTS III,1.º quartil,3.38
2023,1111606,Ponte da Barca,Concelho,2.º quartil,3.39
2023,1941802,Carregal do Sal,Concelho,2.º quartil,3.39
2023,1120313,Vila Verde,Concelho,1.º quartil,3.4
2023,11A0104,Arouca,Concelho,1.º quartil,3.4
2023,11A0113,Oliveira de Azeméis,Concelho,1.º quartil,3.41
2023,2004201,Lagoa (R.A.A.),Concelho,1.º quartil,3.41
2023,11E0408,Mogadouro,Concelho,3.º quartil,3.43
2023,1920617,Vila Nova de Poiares,Concelho,2.º quartil,3.43
2023,2004602,Madalena,Concelho,1.º quartil,3.43
2023,1C40713,Viana do Alentejo,Concelho,3.º quartil,3.44
2023,11A0119,Vale de Cambra,Concelho,1.º quartil,3.45
2023,11B1713,Vila Pouca de Aguiar,Concelho,2.º quartil,3.45
2023,1D31407,Chamusca,Concelho,2.º quartil,3.45
2023,1190308,Guimarães,Concelho,1.º quartil,3.46
2023,1910118,Vagos,Concelho,1.º quartil,3.46
2023,11C1307,Marco de Canaveses,Concelho,2.º quartil,3.47
2023,1C40714,Vila Viçosa,Concelho,2.º quartil,3.47
2023,1931015,Pombal,Concelho,1.º quartil,3.48
2023,1190312,Vila Nova de Famalicão,Concelho,1.º quartil,3.49
2023,11D1701,Alijó,Concelho,2.º quartil,3.49
2023,1941809,Nelas,Concelho,2.º quartil,3.49
2023,1C40712,Vendas Novas,Concelho,1.º quartil,3.49
2023,11D1820,Tarouca,Concelho,3.º quartil,3.5
2023,1120302,Barcelos,Concelho,1.º quartil,3.51
2023,11D1805,Lamego,Concelho,2.º quartil,3.52
2023,19,Centro,NUTS II,1.º quartil,3.52
2023,11B1712,Valpaços,Concelho,3.º quartil,3.54
2023,1941817,Sátão,Concelho,3.º quartil,3.54
2023,1960912,Seia,Concelho,2.º quartil,3.54
2023,3003102,Câmara de Lobos,Concelho,1.º quartil,3.54
2023,2004302,Vila da Praia da Vitória,Concelho,1.º quartil,3.56
2023,1111602,Caminha,Concelho,1.º quartil,3.57
2023,1111607,Ponte de Lima,Concelho,1.º quartil,3.57
2023,1190307,Fafe,Concelho,2.º quartil,3.57
2023,11D1714,Vila Real,Concelho,1.º quartil,3.57
2023,11E0405,Macedo de Cavaleiros,Concelho,3.º quartil,3.57
2023,1D2,Médio Tejo,NUTS III,1.º quartil,3.57
2023,1920613,Penacova,Concelho,2.º quartil,3.59
2023,11C1305,Lousada,Concelho,2.º quartil,3.6
2023,1C3,Alto Alentejo,NUTS III,2.º quartil,3.6
2023,11D0914,Vila Nova de Foz Côa,Concelho,3.º quartil,3.61
2023,1941803,Castro Daire,Concelho,2.º quartil,3.61
2023,1C31214,Portalegre,Concelho,2.º quartil,3.62
2023,1D31414,Rio Maior,Concelho,1.º quartil,3.62
2023,1111603,Melgaço,Concelho,2.º quartil,3.64
2023,1931003,Ansião,Concelho,2.º quartil,3.64
2023,1910101,Águeda,Concelho,1.º quartil,3.65
2023,1960913,Trancoso,Concelho,3.º quartil,3.66
2023,1C31215,Sousel,Concelho,3.º quartil,3.66
2023,1D21419,Torres Novas,Concelho,1.º quartil,3.66
2023,1190311,Vieira do Minho,Concelho,2.º quartil,3.67
2023,1910103,Anadia,Concelho,1.º quartil,3.67
2023,11C,Tâmega e Sousa,NUTS III,2.º quartil,3.68
2023,11C1804,Cinfães,Concelho,2.º quartil,3.68
2023,1931004,Batalha,Concelho,1.º quartil,3.68
2023,1D11005,Bombarral,Concelho,1.º quartil,3.68
2023,1931010,Marinha Grande,Concelho,1.º quartil,3.69
2023,1910117,Sever do Vouga,Concelho,2.º quartil,3.7
2023,1960903,Celorico da Beira,Concelho,3.º quartil,3.7
2023,111,Alto Minho,NUTS III,1.º quartil,3.71
2023,1941806,Mangualde,Concelho,2.º quartil,3.71
2023,11A0109,Santa Maria da Feira,Concelho,1.º quartil,3.72
2023,1D21402,Alcanena,Concelho,2.º quartil,3.72
2023,1910102,Albergaria-a-Velha,Concelho,1.º quartil,3.73
2023,1920616,Tábua,Concelho,2.º quartil,3.73
2023,1D11112,Sobral de Monte Agraço,Concelho,1.º quartil,3.73
2023,11C1301,Amarante,Concelho,2.º quartil,3.75
2023,1910108,Estarreja,Concelho,1.º quartil,3.75
2023,1931008,Figueiró dos Vinhos,Concelho,2.º quartil,3.75
2023,1941816,São Pedro do Sul,Concelho,1.º quartil,3.75
2023,1960504,Fundão,Concelho,2.º quartil,3.75
2023,1C10211,Odemira,Concelho,1.º quartil,3.75
2023,1C20201,Aljustrel,Concelho,1.º quartil,3.75
2023,11E0402,Bragança,Concelho,2.º quartil,3.77
2023,1D31415,Salvaterra de Magos,Concelho,1.º quartil,3.77
2023,1111610,Vila Nova de Cerveira,Concelho,2.º quartil,3.79
2023,1920604,Condeixa-a-Nova,Concelho,1.º quartil,3.79
2023,1910114,Oliveira do Bairro,Concelho,1.º quartil,3.8
2023,1941814,Santa Comba Dão,Concelho,2.º quartil,3.8
2023,193,Região de Leiria,NUTS III,1.º quartil,3.81
2023,1941824,Vouzela,Concelho,2.º quartil,3.81
2023,1920601,Arganil,Concelho,2.º quartil,3.82
2023,1C40704,Estremoz,Concelho,2.º quartil,3.82
2023,1D31406,Cartaxo,Concelho,1.º quartil,3.82
2023,192,Região de Coimbra,NUTS III,1.º quartil,3.85
2023,196,Beiras e Serra da Estrela,NUTS III,2.º quartil,3.85
2023,1960906,Gouveia,Concelho,3.º quartil,3.85
2023,1D11001,Alcobaça,Concelho,1.º quartil,3.85
2023,1190309,Póvoa de Lanhoso,Concelho,2.º quartil,3.87
2023,11D0409,Torre de Moncorvo,Concelho,3.º quartil,3.88
2023,1931013,Pedrógão Grande,Concelho,3.º quartil,3.88
2023,1C31204,Campo Maior,Concelho,3.º quartil,3.88
2023,1D31404,Alpiarça,Concelho,2.º quartil,3.89
2023,1D3,Lezíria do Tejo,NUTS III,1.º quartil,3.9
2023,1950509,Sertã,Concelho,2.º quartil,3.91
2023,1C40711,Reguengos de Monsaraz,Concelho,2.º quartil,3.92
2023,1D11012,Óbidos,Concelho,1.º quartil,3.92
2023,1920607,Lousã,Concelho,2.º quartil,3.93
2023,1C20206,Castro Verde,Concelho,1.º quartil,3.93
2023,1C20208,Ferreira do Alentejo,Concelho,2.º quartil,3.93
2023,3003104,Machico,Concelho,1.º quartil,3.93
2023,1941810,Oliveira de Frades,Concelho,2.º quartil,3.95
2023,1C40703,Borba,Concelho,3.º quartil,3.96
2023,1D21421,Ourém,Concelho,1.º quartil,3.96
2023,1C40709,Portel,Concelho,3.º quartil,3.98
2023,1920608,Mira,Concelho,2.º quartil,3.99
2023,1D,Oeste e Vale do Tejo,NUTS II,1.º quartil,3.99
2023,1D21418,Tomar,Concelho,1.º quartil,3.99
2023,1D31403,Almeirim,Concelho,1.º quartil,3.99
2023,11B,Alto Tâmega e Barroso,NUTS III,2.º quartil,4
2023,11C1302,Baião,Concelho,3.º quartil,4
2023,11D,Douro,NUTS III,2.º quartil,4
2023,11D1708,Peso da Régua,Concelho,2.º quartil,4
2023,1920615,Soure,Concelho,2.º quartil,4
2023,1941811,Penalva do Castelo,Concelho,3.º quartil,4
2023,1D31412,Golegã,Concelho,2.º quartil,4
2023,1941823,Viseu,Concelho,1.º quartil,4.01
2023,1111601,Arcos de Valdevez,Concelho,2.º quartil,4.02
2023,1D31416,Santarém,Concelho,1.º quartil,4.03
2023,11C1309,Paços de Ferreira,Concelho,2.º quartil,4.05
2023,1500812,São Brás de Alportel,Concelho,1.º quartil,4.05
2023,1C31210,Marvão,Concelho,3.º quartil,4.06
2023,1190314,Vizela,Concelho,2.º quartil,4.07
2023,1920611,Oliveira do Hospital,Concelho,3.º quartil,4.07
